10
36
4
8 6
25552137658132 69881700530580
16
12
1 0 0 104400
1 0 1 208800
1 1 0 6681600
1 1 1 13363200
1 2 0 427622400
1 2 1 855244800
1 3 0 27367833600
1 3 1 54735667200
1 4 0 1751541350400
1 4 1 3503082700800
1 5 0 112098646425600
1 5 1 224197292851200
10
2 0 0 2683416
2 0 1 5366832
2 1 0 171738624
2 1 1 343477248
2 2 0 10991271936
2 2 1 21982543872
2 3 0 703441403904
2 3 1 1406882807808
2 4 0 45020249849856
2 4 1 90040499699712
16
3 0 0 18624642
3 0 1 37249284
3 0 2 74498568
3 0 3 148997136
3 1 0 1191977088
3 1 1 2383954176
3 1 2 4767908352
3 1 3 9535816704
3 2 0 76286533632
3 2 1 152573067264
3 2 2 305146134528
3 2 3 610292269056
3 3 0 4882338152448
3 3 1 9764676304896
3 3 2 19529352609792
3 3 3 39058705219584
12
4 0 0 4319
4 0 1 8638
4 1 0 276416
4 1 1 552832
4 2 0 17690624
4 2 1 35381248
4 3 0 1132199936
4 3 1 2264399872
4 4 0 72460795904
4 4 1 144921591808
4 5 0 4637490937856
4 5 1 9274981875712
30
5 0 0 12353
5 0 1 24706
5 0 2 49412
5 0 3 98824
5 0 4 197648
5 1 0 790592
5 1 1 1581184
5 1 2 3162368
5 1 3 6324736
5 1 4 12649472
5 2 0 50597888
5 2 1 101195776
5 2 2 202391552
5 2 3 404783104
5 2 4 809566208
5 3 0 3238264832
5 3 1 6476529664
5 3 2 12953059328
5 3 3 25906118656
5 3 4 51812237312
5 4 0 207248949248
5 4 1 414497898496
5 4 2 828995796992
5 4 3 1657991593984
5 4 4 3315983187968
5 5 0 13263932751872
5 5 1 26527865503744
5 5 2 53055731007488
5 5 3 106111462014976
5 5 4 212222924029952
8
6 0 0 34206476
6 0 1 68412952
6 1 0 2189214464
6 1 1 4378428928
6 2 0 140109725696
6 2 1 280219451392
6 3 0 8967022444544
6 3 1 17934044889088
28
7 0 0 387
7 0 1 774
7 0 2 1548
7 0 3 3096
7 1 0 24768
7 1 1 49536
7 1 2 99072
7 1 3 198144
7 2 0 1585152
7 2 1 3170304
7 2 2 6340608
7 2 3 12681216
7 3 0 101449728
7 3 1 202899456
7 3 2 405798912
7 3 3 811597824
7 4 0 6492782592
7 4 1 12985565184
7 4 2 25971130368
7 4 3 51942260736
7 5 0 415538085888
7 5 1 831076171776
7 5 2 1662152343552
7 5 3 3324304687104
7 6 0 26594437496832
7 6 1 53188874993664
7 6 2 106377749987328
7 6 3 212755499974656
16
8 0 0 101474755
8 0 1 202949510
8 0 2 405899020
8 0 3 811798040
8 1 0 6494384320
8 1 1 12988768640
8 1 2 25977537280
8 1 3 51955074560
8 2 0 415640596480
8 2 1 831281192960
8 2 2 1662562385920
8 2 3 3325124771840
8 3 0 26600998174720
8 3 1 53201996349440
8 3 2 106403992698880
8 3 3 212807985397760
8
9 0 0 293392716
9 0 1 586785432
9 1 0 18777133824
9 1 1 37554267648
9 2 0 1201736564736
9 2 1 2403473129472
9 3 0 76911140143104
9 3 1 153822280286208
20
10 0 0 17572033
10 0 1 35144066
10 0 2 70288132
10 0 3 140576264
10 0 4 281152528
10 1 0 1124610112
10 1 1 2249220224
10 1 2 4498440448
10 1 3 8996880896
10 1 4 17993761792
10 2 0 71975047168
10 2 1 143950094336
10 2 2 287900188672
10 2 3 575800377344
10 2 4 1151600754688
10 3 0 4606403018752
10 3 1 9212806037504
10 3 2 18425612075008
10 3 3 36851224150016
10 3 4 73702448300032
21
11 0 0 964
11 0 1 1928
11 0 2 3856
11 1 0 61696
11 1 1 123392
11 1 2 246784
11 2 0 3948544
11 2 1 7897088
11 2 2 15794176
11 3 0 252706816
11 3 1 505413632
11 3 2 1010827264
11 4 0 16173236224
11 4 1 32346472448
11 4 2 64692944896
11 5 0 1035087118336
11 5 1 2070174236672
11 5 2 4140348473344
11 6 0 66245575573504
11 6 1 132491151147008
11 6 2 264982302294016
35
12 0 0 194
12 0 1 388
12 0 2 776
12 0 3 1552
12 0 4 3104
12 1 0 12416
12 1 1 24832
12 1 2 49664
12 1 3 99328
12 1 4 198656
12 2 0 794624
12 2 1 1589248
12 2 2 3178496
12 2 3 6356992
12 2 4 12713984
12 3 0 50855936
12 3 1 101711872
12 3 2 203423744
12 3 3 406847488
12 3 4 813694976
12 4 0 3254779904
12 4 1 6509559808
12 4 2 13019119616
12 4 3 26038239232
12 4 4 52076478464
12 5 0 208305913856
12 5 1 416611827712
12 5 2 833223655424
12 5 3 1666447310848
12 5 4 3332894621696
12 6 0 13331578486784
12 6 1 26663156973568
12 6 2 53326313947136
12 6 3 106652627894272
12 6 4 213305255788544
12
13 0 0 219963586
13 0 1 439927172
13 0 2 879854344
13 1 0 14077669504
13 1 1 28155339008
13 1 2 56310678016
13 2 0 900970848256
13 2 1 1801941696512
13 2 2 3603883393024
13 3 0 57662134288384
13 3 1 115324268576768
13 3 2 230648537153536
28
14 0 0 135
14 0 1 270
14 0 2 540
14 0 3 1080
14 1 0 8640
14 1 1 17280
14 1 2 34560
14 1 3 69120
14 2 0 552960
14 2 1 1105920
14 2 2 2211840
14 2 3 4423680
14 3 0 35389440
14 3 1 70778880
14 3 2 141557760
14 3 3 283115520
14 4 0 2264924160
14 4 1 4529848320
14 4 2 9059696640
14 4 3 18119393280
14 5 0 144955146240
14 5 1 289910292480
14 5 2 579820584960
14 5 3 1159641169920
14 6 0 9277129359360
14 6 1 18554258718720
14 6 2 37108517437440
14 6 3 74217034874880
10
15 0 0 6144520
15 0 1 12289040
15 1 0 393249280
15 1 1 786498560
15 2 0 25167953920
15 2 1 50335907840
